"Notes"	"Year"	"Year Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"2002"	"2002"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	955	287625193	0.3
	"2002"	"2002"	"Emphysema (J43)"	"GR113-084"	15489	287625193	5.4
	"2002"	"2002"	"Asthma (J45-J46)"	"GR113-085"	4261	287625193	1.5
	"2002"	"2002"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	104111	287625193	36.2
	"2002"	"2002"	"#Pneumoconioses and chemical effects (J60-J66,J68)"	"GR113-087"	1114	287625193	0.4
	"2002"	"2002"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	17593	287625193	6.1
	"2002"	"2002"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	25039	287625193	8.7
	"2002"	"2002"	"#Peptic ulcer (K25-K28)"	"GR113-090"	4079	287625193	1.4
	"2002"	"2002"	"#Diseases of appendix (K35-K38)"	"GR113-091"	480	287625193	0.2
	"2002"	"2002"	"#Hernia (K40-K46)"	"GR113-092"	1595	287625193	0.6
	"2002"	"2002"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	27257	287625193	9.5
	"2002"	"2002"	"Alcoholic liver disease (K70)"	"GR113-094"	12121	287625193	4.2
	"2002"	"2002"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	15136	287625193	5.3
	"2002"	"2002"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	2979	287625193	1.0
	"2002"	"2002"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	40974	287625193	14.2
	"2002"	"2002"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	166	287625193	0.1
	"2002"	"2002"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	553	287625193	0.2
	"2002"	"2002"	"Renal failure (N17-N19)"	"GR113-100"	40222	287625193	14.0
	"2002"	"2002"	"Other disorders of kidney (N25,N27)"	"GR113-101"	33	287625193	0.0
	"2002"	"2002"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	788	287625193	0.3
	"2002"	"2002"	"#Hyperplasia of prostate (N40)"	"GR113-103"	437	287625193	0.2
	"2002"	"2002"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	114	287625193	0.0
	"2002"	"2002"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	379	287625193	0.1
	"2002"	"2002"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	22	287625193	0.0
	"2002"	"2002"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	357	287625193	0.1
	"2002"	"2002"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	14254	287625193	5.0
	"2002"	"2002"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	10687	287625193	3.7
	"2002"	"2002"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	29975	287625193	10.4
	"2002"	"2002"	"All other diseases (Residual) "	"GR113-111"	194591	287625193	67.7
	"2002"	"2002"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	106742	287625193	37.1
	"2002"	"2002"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	48366	287625193	16.8
	"2002"	"2002"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	45380	287625193	15.8
	"2002"	"2002"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	1086	287625193	0.4
	"2002"	"2002"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	1900	287625193	0.7
	"2002"	"2002"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	58376	287625193	20.3
	"2002"	"2002"	"Falls (W00-W19)"	"GR113-118"	16257	287625193	5.7
	"2002"	"2002"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	762	287625193	0.3
	"2002"	"2002"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	3447	287625193	1.2
	"2002"	"2002"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	3159	287625193	1.1
	"2002"	"2002"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	17550	287625193	6.1
	"2002"	"2002"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	17201	287625193	6.0
	"2002"	"2002"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	31655	287625193	11.0
	"2002"	"2002"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	17108	287625193	5.9
	"2002"	"2002"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	14547	287625193	5.1
	"2002"	"2002"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	17638	287625193	6.1
	"2002"	"2002"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	11829	287625193	4.1
	"2002"	"2002"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	5809	287625193	2.0
	"2002"	"2002"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	384	287625193	0.1
	"2002"	"2002"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	4830	287625193	1.7
	"2002"	"2002"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	243	287625193	0.1
	"2002"	"2002"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	4587	287625193	1.6
	"2002"	"2002"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	20	287625193	0.0
	"2002"	"2002"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	2843	287625193	1.0
	"2002"	"2002"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	2195	287625193	0.8
	"2003"	"2003"	"#Salmonella infections (A01-A02)"	"GR113-001"	43	290107933	0.0
	"2003"	"2003"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	7	290107933	Unreliable
	"2003"	"2003"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	3090	290107933	1.1
	"2003"	"2003"	"#Tuberculosis (A16-A19)"	"GR113-004"	711	290107933	0.2
	"2003"	"2003"	"Respiratory tuberculosis (A16)"	"GR113-005"	562	290107933	0.2
	"2003"	"2003"	"Other tuberculosis (A17-A19)"	"GR113-006"	149	290107933	0.1
	"2003"	"2003"	"#Whooping cough (A37)"	"GR113-007"	11	290107933	Unreliable
	"2003"	"2003"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	1	290107933	Unreliable
	"2003"	"2003"	"#Meningococcal infection (A39)"	"GR113-009"	161	290107933	0.1
	"2003"	"2003"	"#Septicemia (A40-A41)"	"GR113-010"	34069	290107933	11.7
	"2003"	"2003"	"#Syphilis (A50-A53)"	"GR113-011"	34	290107933	0.0
	"2003"	"2003"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	13	290107933	Unreliable
	"2003"	"2003"	"#Measles (B05)"	"GR113-014"	1	290107933	Unreliable
	"2003"	"2003"	"#Viral hepatitis (B15-B19)"	"GR113-015"	5431	290107933	1.9
	"2003"	"2003"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	13658	290107933	4.7
	"2003"	"2003"	"#Malaria (B50-B54)"	"GR113-017"	4	290107933	Unreliable
	"2003"	"2003"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	7427	290107933	2.6
	"2003"	"2003"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	556902	290107933	192.0
	"2003"	"2003"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	7778	290107933	2.7
	"2003"	"2003"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	12860	290107933	4.4
	"2003"	"2003"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	12110	290107933	4.2
	"2003"	"2003"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	55958	290107933	19.3
	"2003"	"2003"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	14706	290107933	5.1
	"2003"	"2003"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	30777	290107933	10.6
	"2003"	"2003"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	3792	290107933	1.3
	"2003"	"2003"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	158086	290107933	54.5
	"2003"	"2003"	"Malignant melanoma of skin (C43)"	"GR113-028"	7818	290107933	2.7
	"2003"	"2003"	"Malignant neoplasm of breast (C50)"	"GR113-029"	42000	290107933	14.5
	"2003"	"2003"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	3919	290107933	1.4
	"2003"	"2003"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	6899	290107933	2.4
	"2003"	"2003"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	14657	290107933	5.1
	"2003"	"2003"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	29554	290107933	10.2
	"2003"	"2003"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	12286	290107933	4.2
	"2003"	"2003"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	12483	290107933	4.3
	"2003"	"2003"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	12901	290107933	4.4
	"2003"	"2003"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	55679	290107933	19.2
	"2003"	"2003"	"Hodgkin disease (C81)"	"GR113-038"	1347	290107933	0.5
	"2003"	"2003"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	21475	290107933	7.4
	"2003"	"2003"	"Leukemia (C91-C95)"	"GR113-040"	21535	290107933	7.4
	"2003"	"2003"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	11267	290107933	3.9
	"2003"	"2003"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	55	290107933	0.0
	"2003"	"2003"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	62639	290107933	21.6
	"2003"	"2003"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	13563	290107933	4.7
	"2003"	"2003"	"#Anemias (D50-D64)"	"GR113-045"	4594	290107933	1.6
	"2003"	"2003"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	74219	290107933	25.6
	"2003"	"2003"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	3338	290107933	1.2
	"2003"	"2003"	"Malnutrition (E40-E46)"	"GR113-048"	3153	290107933	1.1
	"2003"	"2003"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	185	290107933	0.1
	"2003"	"2003"	"#Meningitis (G00,G03)"	"GR113-050"	730	290107933	0.3
	"2003"	"2003"	"#Parkinson disease (G20-G21)"	"GR113-051"	17997	290107933	6.2
	"2003"	"2003"	"#Alzheimer disease (G30)"	"GR113-052"	63457	290107933	21.9
	"2003"	"2003"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	902443	290107933	311.1
	"2003"	"2003"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	685089	290107933	236.1
	"2003"	"2003"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	3624	290107933	1.2
	"2003"	"2003"	"Hypertensive heart disease (I11)"	"GR113-056"	28345	290107933	9.8
	"2003"	"2003"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	3108	290107933	1.1
	"2003"	"2003"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	480028	290107933	165.5
	"2003"	"2003"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	170564	290107933	58.8
	"2003"	"2003"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	3158	290107933	1.1
	"2003"	"2003"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	306306	290107933	105.6
	"2003"	"2003"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	67232	290107933	23.2
	"2003"	"2003"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	239074	290107933	82.4
	"2003"	"2003"	"Other heart diseases (I26-I51)"	"GR113-064"	169984	290107933	58.6
	"2003"	"2003"	"Acute and subacute endocarditis (I33)"	"GR113-065"	1245	290107933	0.4
	"2003"	"2003"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	868	290107933	0.3
	"2003"	"2003"	"Heart failure (I50)"	"GR113-067"	57448	290107933	19.8
	"2003"	"2003"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	110423	290107933	38.1
	"2003"	"2003"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	21940	290107933	7.6
	"2003"	"2003"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	157689	290107933	54.4
	"2003"	"2003"	"#Atherosclerosis (I70)"	"GR113-071"	13053	290107933	4.5
	"2003"	"2003"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	24672	290107933	8.5
	"2003"	"2003"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	14810	290107933	5.1
	"2003"	"2003"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	9862	290107933	3.4
	"2003"	"2003"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	4737	290107933	1.6
	"2003"	"2003"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	65163	290107933	22.5
	"2003"	"2003"	"Influenza (J09-J11)"	"GR113-077"	1792	290107933	0.6
	"2003"	"2003"	"Pneumonia (J12-J18)"	"GR113-078"	63371	290107933	21.8
	"2003"	"2003"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	421	290107933	0.1
	"2003"	"2003"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	304	290107933	0.1
	"2003"	"2003"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	117	290107933	0.0
	"2003"	"2003"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	126382	290107933	43.6
	"2003"	"2003"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	850	290107933	0.3
	"2003"	"2003"	"Emphysema (J43)"	"GR113-084"	14861	290107933	5.1
	"2003"	"2003"	"Asthma (J45-J46)"	"GR113-085"	4099	290107933	1.4
	"2003"	"2003"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	106572	290107933	36.7
	"2003"	"2003"	"#Pneumoconioses and chemical effects (J60-J66,J68)"	"GR113-087"	1114	290107933	0.4
	"2003"	"2003"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	17335	290107933	6.0
	"2003"	"2003"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	25520	290107933	8.8
	"2003"	"2003"	"#Peptic ulcer (K25-K28)"	"GR113-090"	3913	290107933	1.3
	"2003"	"2003"	"#Diseases of appendix (K35-K38)"	"GR113-091"	439	290107933	0.2
	"2003"	"2003"	"#Hernia (K40-K46)"	"GR113-092"	1613	290107933	0.6
	"2003"	"2003"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	27503	290107933	9.5
	"2003"	"2003"	"Alcoholic liver disease (K70)"	"GR113-094"	12360	290107933	4.3
	"2003"	"2003"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	15143	290107933	5.2
	"2003"	"2003"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	2948	290107933	1.0
	"2003"	"2003"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	42453	290107933	14.6
	"2003"	"2003"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	148	290107933	0.1
	"2003"	"2003"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	537	290107933	0.2
	"2003"	"2003"	"Renal failure (N17-N19)"	"GR113-100"	41737	290107933	14.4
	"2003"	"2003"	"Other disorders of kidney (N25,N27)"	"GR113-101"	31	290107933	0.0
	"2003"	"2003"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	823	290107933	0.3
	"2003"	"2003"	"#Hyperplasia of prostate (N40)"	"GR113-103"	477	290107933	0.2
	"2003"	"2003"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	125	290107933	0.0
	"2003"	"2003"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	545	290107933	0.2
	"2003"	"2003"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	40	290107933	0.0
	"2003"	"2003"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	505	290107933	0.2
	"2003"	"2003"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	14378	290107933	5.0
	"2003"	"2003"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	10518	290107933	3.6
	"2003"	"2003"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	31444	290107933	10.8
	"2003"	"2003"	"All other diseases (Residual) "	"GR113-111"	201676	290107933	69.5
	"2003"	"2003"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	109277	290107933	37.7
	"2003"	"2003"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	48071	290107933	16.6
	"2003"	"2003"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	44757	290107933	15.4
	"2003"	"2003"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	1357	290107933	0.5
	"2003"	"2003"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	1957	290107933	0.7
	"2003"	"2003"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	61206	290107933	21.1
	"2003"	"2003"	"Falls (W00-W19)"	"GR113-118"	17229	290107933	5.9
	"2003"	"2003"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	730	290107933	0.3
	"2003"	"2003"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	3306	290107933	1.1
	"2003"	"2003"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	3369	290107933	1.2
	"2003"	"2003"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	19457	290107933	6.7
	"2003"	"2003"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	17115	290107933	5.9
	"2003"	"2003"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	31484	290107933	10.9
	"2003"	"2003"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	16907	290107933	5.8
	"2003"	"2003"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	14577	290107933	5.0
	"2003"	"2003"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	17732	290107933	6.1
	"2003"	"2003"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	11920	290107933	4.1
	"2003"	"2003"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	5812	290107933	2.0
	"2003"	"2003"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	423	290107933	0.1
	"2003"	"2003"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	5072	290107933	1.7
	"2003"	"2003"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	232	290107933	0.1
	"2003"	"2003"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	4840	290107933	1.7
	"2003"	"2003"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	14	290107933	Unreliable
	"2003"	"2003"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	2855	290107933	1.0
	"2003"	"2003"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	2776	290107933	1.0
	"2004"	"2004"	"#Salmonella infections (A01-A02)"	"GR113-001"	30	292805298	0.0
	"2004"	"2004"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	3	292805298	Unreliable
	"2004"	"2004"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	4357	292805298	1.5
	"2004"	"2004"	"#Tuberculosis (A16-A19)"	"GR113-004"	657	292805298	0.2
	"2004"	"2004"	"Respiratory tuberculosis (A16)"	"GR113-005"	504	292805298	0.2
	"2004"	"2004"	"Other tuberculosis (A17-A19)"	"GR113-006"	153	292805298	0.1
	"2004"	"2004"	"#Whooping cough (A37)"	"GR113-007"	16	292805298	Unreliable
	"2004"	"2004"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	3	292805298	Unreliable
	"2004"	"2004"	"#Meningococcal infection (A39)"	"GR113-009"	138	292805298	0.0
	"2004"	"2004"	"#Septicemia (A40-A41)"	"GR113-010"	33373	292805298	11.4
	"2004"	"2004"	"#Syphilis (A50-A53)"	"GR113-011"	43	292805298	0.0
	"2004"	"2004"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	5	292805298	Unreliable
	"2004"	"2004"	"#Viral hepatitis (B15-B19)"	"GR113-015"	5382	292805298	1.8
	"2004"	"2004"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	13063	292805298	4.5
	"2004"	"2004"	"#Malaria (B50-B54)"	"GR113-017"	8	292805298	Unreliable
	"2004"	"2004"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	7540	292805298	2.6
	"2004"	"2004"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	553888	292805298	189.2
	"2004"	"2004"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	7826	292805298	2.7
	"2004"	"2004"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	13023	292805298	4.4
	"2004"	"2004"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	11859	292805298	4.1
	"2004"	"2004"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	53772	292805298	18.4
	"2004"	"2004"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	15321	292805298	5.2
	"2004"	"2004"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	31772	292805298	10.9
	"2004"	"2004"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	3668	292805298	1.3
	"2004"	"2004"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	158091	292805298	54.0
	"2004"	"2004"	"Malignant melanoma of skin (C43)"	"GR113-028"	7952	292805298	2.7
	"2004"	"2004"	"Malignant neoplasm of breast (C50)"	"GR113-029"	41316	292805298	14.1
	"2004"	"2004"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	3850	292805298	1.3
	"2004"	"2004"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	6990	292805298	2.4
	"2004"	"2004"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	14716	292805298	5.0
	"2004"	"2004"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	29004	292805298	9.9
	"2004"	"2004"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	12313	292805298	4.2
	"2004"	"2004"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	13030	292805298	4.5
	"2004"	"2004"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	12829	292805298	4.4
	"2004"	"2004"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	54645	292805298	18.7
	"2004"	"2004"	"Hodgkin disease (C81)"	"GR113-038"	1276	292805298	0.4
	"2004"	"2004"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	20938	292805298	7.2
	"2004"	"2004"	"Leukemia (C91-C95)"	"GR113-040"	21395	292805298	7.3
	"2004"	"2004"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	10965	292805298	3.7
	"2004"	"2004"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	71	292805298	0.0
	"2004"	"2004"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	61911	292805298	21.1
	"2004"	"2004"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	13580	292805298	4.6
	"2004"	"2004"	"#Anemias (D50-D64)"	"GR113-045"	4575	292805298	1.6
	"2004"	"2004"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	73138	292805298	25.0
	"2004"	"2004"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	3019	292805298	1.0
	"2004"	"2004"	"Malnutrition (E40-E46)"	"GR113-048"	2847	292805298	1.0
	"2004"	"2004"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	172	292805298	0.1
	"2004"	"2004"	"#Meningitis (G00,G03)"	"GR113-050"	674	292805298	0.2
	"2004"	"2004"	"#Parkinson disease (G20-G21)"	"GR113-051"	17989	292805298	6.1
