"Notes"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"2013"	"2013"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	37752	316128839	11.9
	"2013"	"2013"	"Codes for special purposes"	"U00-U99"	3	316128839	Unreliable
	"2013"	"2013"	"External causes of morbidity and mortality"	"V01-Y89"	195710	316128839	61.9
	"2014"	"2014"	"Certain infectious and parasitic diseases"	"A00-B99"	70413	318857056	22.1
	"2014"	"2014"	"Neoplasms"	"C00-D48"	607739	318857056	190.6
	"2014"	"2014"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	10744	318857056	3.4
	"2014"	"2014"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	112738	318857056	35.4
	"2014"	"2014"	"Mental and behavioural disorders"	"F01-F99"	151048	318857056	47.4
	"2014"	"2014"	"Diseases of the nervous system"	"G00-G98"	165434	318857056	51.9
	"2014"	"2014"	"Diseases of the eye and adnexa"	"H00-H57"	34	318857056	0.0
	"2014"	"2014"	"Diseases of the ear and mastoid process"	"H60-H93"	56	318857056	0.0
	"2014"	"2014"	"Diseases of the circulatory system"	"I00-I99"	807775	318857056	253.3
	"2014"	"2014"	"Diseases of the respiratory system"	"J00-J98"	258333	318857056	81.0
	"2014"	"2014"	"Diseases of the digestive system"	"K00-K92"	100975	318857056	31.7
	"2014"	"2014"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	4457	318857056	1.4
	"2014"	"2014"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	13344	318857056	4.2
	"2014"	"2014"	"Diseases of the genitourinary system"	"N00-N98"	66165	318857056	20.8
	"2014"	"2014"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	1123	318857056	0.4
	"2014"	"2014"	"Certain conditions originating in the perinatal period"	"P00-P96"	11897	318857056	3.7
	"2014"	"2014"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	9609	318857056	3.0
	"2014"	"2014"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	32242	318857056	10.1
	"2014"	"2014"	"External causes of morbidity and mortality"	"V01-Y89"	202292	318857056	63.4
	"2015"	"2015"	"Certain infectious and parasitic diseases"	"A00-B99"	72090	321418820	22.4
	"2015"	"2015"	"Neoplasms"	"C00-D48"	612207	321418820	190.5
	"2015"	"2015"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	10699	321418820	3.3
	"2015"	"2015"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	118532	321418820	36.9
	"2015"	"2015"	"Mental and behavioural disorders"	"F01-F99"	136656	321418820	42.5
	"2015"	"2015"	"Diseases of the nervous system"	"G00-G98"	190512	321418820	59.3
	"2015"	"2015"	"Diseases of the eye and adnexa"	"H00-H57"	45	321418820	0.0
	"2015"	"2015"	"Diseases of the ear and mastoid process"	"H60-H93"	81	321418820	0.0
	"2015"	"2015"	"Diseases of the circulatory system"	"I00-I99"	836546	321418820	260.3
	"2015"	"2015"	"Diseases of the respiratory system"	"J00-J98"	271229	321418820	84.4
	"2015"	"2015"	"Diseases of the digestive system"	"K00-K92"	104624	321418820	32.6
	"2015"	"2015"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	4759	321418820	1.5
	"2015"	"2015"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	13669	321418820	4.3
	"2015"	"2015"	"Diseases of the genitourinary system"	"N00-N98"	69373	321418820	21.6
	"2015"	"2015"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	1140	321418820	0.4
	"2015"	"2015"	"Certain conditions originating in the perinatal period"	"P00-P96"	11715	321418820	3.6
	"2015"	"2015"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	10017	321418820	3.1
	"2015"	"2015"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	32042	321418820	10.0
	"2015"	"2015"	"Codes for special purposes"	"U00-U99"	5	321418820	Unreliable
	"2015"	"2015"	"External causes of morbidity and mortality"	"V01-Y89"	216689	321418820	67.4
	"2016"	"2016"	"Certain infectious and parasitic diseases"	"A00-B99"	70052	323127513	21.7
	"2016"	"2016"	"Neoplasms"	"C00-D48"	613832	323127513	190.0
	"2016"	"2016"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	10927	323127513	3.4
	"2016"	"2016"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	121258	323127513	37.5
	"2016"	"2016"	"Mental and behavioural disorders"	"F01-F99"	132604	323127513	41.0
	"2016"	"2016"	"Diseases of the nervous system"	"G00-G98"	202352	323127513	62.6
	"2016"	"2016"	"Diseases of the eye and adnexa"	"H00-H57"	47	323127513	0.0
	"2016"	"2016"	"Diseases of the ear and mastoid process"	"H60-H93"	83	323127513	0.0
	"2016"	"2016"	"Diseases of the circulatory system"	"I00-I99"	840678	323127513	260.2
	"2016"	"2016"	"Diseases of the respiratory system"	"J00-J98"	266037	323127513	82.3
	"2016"	"2016"	"Diseases of the digestive system"	"K00-K92"	105916	323127513	32.8
	"2016"	"2016"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	4925	323127513	1.5
	"2016"	"2016"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	13799	323127513	4.3
	"2016"	"2016"	"Diseases of the genitourinary system"	"N00-N98"	70316	323127513	21.8
	"2016"	"2016"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	1231	323127513	0.4
	"2016"	"2016"	"Certain conditions originating in the perinatal period"	"P00-P96"	11493	323127513	3.6
	"2016"	"2016"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	10131	323127513	3.1
	"2016"	"2016"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	33373	323127513	10.3
	"2016"	"2016"	"External causes of morbidity and mortality"	"V01-Y89"	235194	323127513	72.8
	"2017"	"2017"	"Certain infectious and parasitic diseases"	"A00-B99"	69385	325719178	21.3
	"2017"	"2017"	"Neoplasms"	"C00-D48"	614932	325719178	188.8
	"2017"	"2017"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	10790	325719178	3.3
	"2017"	"2017"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	127947	325719178	39.3
	"2017"	"2017"	"Mental and behavioural disorders"	"F01-F99"	135772	325719178	41.7
	"2017"	"2017"	"Diseases of the nervous system"	"G00-G98"	216353	325719178	66.4
	"2017"	"2017"	"Diseases of the eye and adnexa"	"H00-H57"	48	325719178	0.0
	"2017"	"2017"	"Diseases of the ear and mastoid process"	"H60-H93"	73	325719178	0.0
	"2017"	"2017"	"Diseases of the circulatory system"	"I00-I99"	859125	325719178	263.8
	"2017"	"2017"	"Diseases of the respiratory system"	"J00-J98"	278673	325719178	85.6
	"2017"	"2017"	"Diseases of the digestive system"	"K00-K92"	107653	325719178	33.1
	"2017"	"2017"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	4993	325719178	1.5
	"2017"	"2017"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	13840	325719178	4.2
	"2017"	"2017"	"Diseases of the genitourinary system"	"N00-N98"	71453	325719178	21.9
	"2017"	"2017"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	1208	325719178	0.4
	"2017"	"2017"	"Certain conditions originating in the perinatal period"	"P00-P96"	11108	325719178	3.4
	"2017"	"2017"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	9902	325719178	3.0
	"2017"	"2017"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	32750	325719178	10.1
	"2017"	"2017"	"Codes for special purposes"	"U00-U99"	2	325719178	Unreliable
	"2017"	"2017"	"External causes of morbidity and mortality"	"V01-Y89"	247496	325719178	76.0
"---"
"Dataset: Underlying Cause of Death, 1999-2017"
"Query Parameters:"
"Group By: Year; ICD Chapter"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Mar 3, 2019 1:46:48 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2017 on CDC WONDER Online Database, released December, 2018. Data are from the Multiple Cause of Death Files, 1999-2017, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Mar 3, 2019 1:46:48 PM"
"---"
Messages:
"1. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"5. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"6. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the Vintage 2017"
"postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The population figures for"
"year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal series released by NCHS"
"on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26, 2014. The"
"population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012 postcensal"
"series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010 are April 1"
"Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident population, from"
"the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population figures for 2000 are"
"April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1 estimates. Population"
"figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population figures for years 2001 -"
"2009 differ slightly from previously published reports, due to use of the population estimates which were available at the time"
"of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
