"Notes"	"Year"	"Year Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	Deaths	Population	Crude Rate
	"2003"	"2003"	"Pregnancy with abortive outcome"	"O00-O07"	40	290107933	0.0
	"2003"	"2003"	"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"	"O10-O16"	77	290107933	0.0
	"2003"	"2003"	"Other maternal disorders predominantly related to pregnancy"	"O20-O29"	71	290107933	0.0
	"2003"	"2003"	"Maternal care related to the fetus and amniotic cavity and possible delivery problems"	"O30-O48"	28	290107933	0.0
	"2003"	"2003"	"Complications of labour and delivery"	"O60-O75"	74	290107933	0.0
	"2003"	"2003"	"Complications predominantly related to the puerperium"	"O85-O92"	88	290107933	0.0
	"2003"	"2003"	"Other obstetric conditions, not elsewhere classified"	"O95-O99"	167	290107933	0.1
	"2003"	"2003"	"Newborn affected by maternal factors and by complications of pregnancy, labour and delivery"	"P00-P04"	3183	290107933	1.1
	"2003"	"2003"	"Disorders related to length of gestation and fetal growth"	"P05-P08"	4920	290107933	1.7
	"2003"	"2003"	"Birth trauma"	"P10-P15"	32	290107933	0.0
	"2003"	"2003"	"Respiratory and cardiovascular disorders specific to the perinatal period"	"P20-P29"	3613	290107933	1.2
	"2003"	"2003"	"Infections specific to the perinatal period"	"P35-P39"	982	290107933	0.3
	"2003"	"2003"	"Haemorrhagic and haematological disorders of newborn"	"P50-P61"	751	290107933	0.3
	"2003"	"2003"	"Transitory endocrine and metabolic disorders specific to newborn"	"P70-P74"	21	290107933	0.0
	"2003"	"2003"	"Digestive system disorders of newborn"	"P76-P78"	485	290107933	0.2
	"2003"	"2003"	"Conditions involving the integument and temperature regulation of newborn"	"P80-P83"	194	290107933	0.1
	"2003"	"2003"	"Other disorders originating in the perinatal period"	"P90-P96"	197	290107933	0.1
	"2003"	"2003"	"Congenital malformations of the nervous system"	"Q00-Q07"	1284	290107933	0.4
	"2003"	"2003"	"Congenital malformations of eye, ear, face and neck"	"Q10-Q18"	5	290107933	Unreliable
	"2003"	"2003"	"Congenital malformations of the circulatory system"	"Q20-Q28"	3983	290107933	1.4
	"2003"	"2003"	"Congenital malformations of the respiratory system"	"Q30-Q34"	668	290107933	0.2
	"2003"	"2003"	"Cleft lip and cleft palate"	"Q35-Q37"	11	290107933	Unreliable
	"2003"	"2003"	"Other congenital malformations of the digestive system"	"Q38-Q45"	235	290107933	0.1
	"2003"	"2003"	"Congenital malformations of genital organs"	"Q50-Q56"	1	290107933	Unreliable
	"2003"	"2003"	"Congenital malformations of the urinary system"	"Q60-Q64"	702	290107933	0.2
	"2003"	"2003"	"Congenital malformations and deformations of the musculoskeletal system"	"Q65-Q79"	659	290107933	0.2
	"2003"	"2003"	"Other congenital malformations"	"Q80-Q89"	1074	290107933	0.4
	"2003"	"2003"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	1896	290107933	0.7
	"2003"	"2003"	"Symptoms and signs involving the circulatory and respiratory systems"	"R00-R09"	2819	290107933	1.0
	"2003"	"2003"	"Symptoms and signs involving the digestive system and abdomen"	"R10-R19"	343	290107933	0.1
	"2003"	"2003"	"Symptoms and signs involving the skin and subcutaneous tissue"	"R20-R23"	8	290107933	Unreliable
	"2003"	"2003"	"Symptoms and signs involving the nervous and musculoskeletal systems"	"R25-R29"	37	290107933	0.0
	"2003"	"2003"	"Symptoms and signs involving the urinary system"	"R30-R39"	5	290107933	Unreliable
	"2003"	"2003"	"Symptoms and signs involving cognition, perception, emotional state and behaviour"	"R40-R46"	41	290107933	0.0
	"2003"	"2003"	"Symptoms and signs involving speech and voice"	"R47-R49"	10	290107933	Unreliable
	"2003"	"2003"	"General symptoms and signs"	"R50-R68"	10570	290107933	3.6
	"2003"	"2003"	"Abnormal findings on examination of blood, without diagnosis"	"R70-R79"	42	290107933	0.0
	"2003"	"2003"	"Abnormal findings on diagnostic imaging and in function studies, without diagnosis"	"R90-R94"	152	290107933	0.1
	"2003"	"2003"	"Ill-defined and unknown causes of mortality"	"R95-R99"	17417	290107933	6.0
	"2003"	"2003"	"Transport accidents"	"V01-V99"	47431	290107933	16.3
	"2003"	"2003"	"Other external causes of accidental injury"	"W00-X59"	60198	290107933	20.8
	"2003"	"2003"	"Intentional self-harm"	"X60-X84"	31422	290107933	10.8
	"2003"	"2003"	"Assault"	"X85-Y09"	17510	290107933	6.0
	"2003"	"2003"	"Event of undetermined intent"	"Y10-Y34"	5018	290107933	1.7
	"2003"	"2003"	"Legal intervention and operations of war"	"Y35-Y36"	424	290107933	0.1
	"2003"	"2003"	"Complications of medical and surgical care"	"Y40-Y84"	2777	290107933	1.0
	"2003"	"2003"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	2077	290107933	0.7
	"2004"	"2004"	"Intestinal infectious diseases"	"A00-A09"	4391	292805298	1.5
	"2004"	"2004"	"Tuberculosis"	"A16-A19"	657	292805298	0.2
	"2004"	"2004"	"Certain zoonotic bacterial diseases"	"A20-A28"	18	292805298	Unreliable
	"2004"	"2004"	"Other bacterial diseases"	"A30-A49"	35134	292805298	12.0
	"2004"	"2004"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	52	292805298	0.0
	"2004"	"2004"	"Other spirochaetal diseases"	"A65-A69"	6	292805298	Unreliable
	"2004"	"2004"	"Other diseases caused by chlamydiae"	"A70-A74"	1	292805298	Unreliable
	"2004"	"2004"	"Rickettsioses"	"A75-A79"	10	292805298	Unreliable
	"2004"	"2004"	"Viral infections of the central nervous system"	"A80-A89"	455	292805298	0.2
	"2004"	"2004"	"Arthropod-borne viral fevers and viral haemorrhagic fevers"	"A90-A99"	81	292805298	0.0
	"2004"	"2004"	"Viral infections characterized by skin and mucous membrane lesions"	"B00-B09"	365	292805298	0.1
	"2004"	"2004"	"Viral hepatitis"	"B15-B19"	5382	292805298	1.8
	"2004"	"2004"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	13063	292805298	4.5
	"2004"	"2004"	"Other viral diseases"	"B25-B34"	477	292805298	0.2
	"2004"	"2004"	"Mycoses"	"B35-B49"	1064	292805298	0.4
	"2004"	"2004"	"Protozoal diseases"	"B50-B64"	185	292805298	0.1
	"2004"	"2004"	"Helminthiases"	"B65-B83"	36	292805298	0.0
	"2004"	"2004"	"Pediculosis, acariasis and other infestations"	"B85-B89"	2	292805298	Unreliable
	"2004"	"2004"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	2934	292805298	1.0
	"2004"	"2004"	"Other infectious diseases"	"B99-B99"	305	292805298	0.1
	"2004"	"2004"	"Malignant neoplasms"	"C00-C97"	553888	292805298	189.2
	"2004"	"2004"	"In situ neoplasms"	"D00-D09"	8	292805298	Unreliable
	"2004"	"2004"	"Benign neoplasms"	"D10-D36"	1553	292805298	0.5
	"2004"	"2004"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	12019	292805298	4.1
	"2004"	"2004"	"Nutritional anaemias"	"D50-D53"	239	292805298	0.1
	"2004"	"2004"	"Haemolytic anaemias"	"D55-D59"	849	292805298	0.3
	"2004"	"2004"	"Aplastic and other anaemias"	"D60-D64"	3487	292805298	1.2
	"2004"	"2004"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	2639	292805298	0.9
	"2004"	"2004"	"Other diseases of blood and blood-forming organs"	"D70-D76"	811	292805298	0.3
	"2004"	"2004"	"Certain disorders involving the immune mechanism"	"D80-D89"	1399	292805298	0.5
	"2004"	"2004"	"Disorders of thyroid gland"	"E00-E07"	1777	292805298	0.6
	"2004"	"2004"	"Diabetes mellitus"	"E10-E14"	73138	292805298	25.0
	"2004"	"2004"	"Other disorders of glucose regulation and pancreatic internal secretion"	"E15-E16"	257	292805298	0.1
	"2004"	"2004"	"Disorders of other endocrine glands"	"E20-E34"	713	292805298	0.2
	"2004"	"2004"	"Malnutrition"	"E40-E46"	2847	292805298	1.0
	"2004"	"2004"	"Other nutritional deficiencies"	"E50-E64"	172	292805298	0.1
	"2004"	"2004"	"Obesity and other hyperalimentation"	"E65-E68"	4204	292805298	1.4
	"2004"	"2004"	"Metabolic disorders"	"E70-E88"	15934	292805298	5.4
	"2004"	"2004"	"Organic, including symptomatic, mental disorders"	"F01-F09"	48430	292805298	16.5
	"2004"	"2004"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	10683	292805298	3.6
	"2004"	"2004"	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	513	292805298	0.2
	"2004"	"2004"	"Mood [affective] disorders"	"F30-F39"	822	292805298	0.3
	"2004"	"2004"	"Neurotic, stress-related and somatoform disorders"	"F40-F48"	120	292805298	0.0
	"2004"	"2004"	"Behavioural syndromes associated with physiological disturbances and physical factors"	"F50-F59"	395	292805298	0.1
	"2004"	"2004"	"Disorders of adult personality and behaviour"	"F60-F69"	5	292805298	Unreliable
	"2004"	"2004"	"Mental retardation"	"F70-F79"	492	292805298	0.2
	"2004"	"2004"	"Disorders of psychological development"	"F80-F89"	42	292805298	0.0
	"2004"	"2004"	"Behavioural and emotional disorders with onset usually occurring in childhood and adolescence"	"F90-F98"	5	292805298	Unreliable
	"2004"	"2004"	"Unspecified mental disorder"	"F99-F99"	17	292805298	Unreliable
	"2004"	"2004"	"Inflammatory diseases of the central nervous system"	"G00-G09"	1329	292805298	0.5
	"2004"	"2004"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	6725	292805298	2.3
	"2004"	"2004"	"Extrapyramidal and movement disorders"	"G20-G25"	18299	292805298	6.2
	"2004"	"2004"	"Other degenerative diseases of the nervous system"	"G30-G31"	67609	292805298	23.1
	"2004"	"2004"	"Demyelinating diseases of the central nervous system"	"G35-G37"	3490	292805298	1.2
	"2004"	"2004"	"Episodic and paroxysmal disorders"	"G40-G47"	2045	292805298	0.7
	"2004"	"2004"	"Nerve, nerve root and plexus disorders"	"G50-G58"	51	292805298	0.0
	"2004"	"2004"	"Polyneuropathies and other disorders of the peripheral nervous system"	"G60-G64"	581	292805298	0.2
	"2004"	"2004"	"Diseases of myoneural junction and muscle"	"G70-G72"	1943	292805298	0.7
	"2004"	"2004"	"Cerebral palsy and other paralytic syndromes"	"G80-G83"	2511	292805298	0.9
	"2004"	"2004"	"Other disorders of the nervous system"	"G90-G98"	7168	292805298	2.4
	"2004"	"2004"	"Disorders of eyelid, lacrimal system and orbit"	"H00-H05"	8	292805298	Unreliable
	"2004"	"2004"	"Disorders of conjunctiva"	"H10-H11"	1	292805298	Unreliable
	"2004"	"2004"	"Disorders of sclera, cornea, iris and ciliary body"	"H15-H21"	2	292805298	Unreliable
	"2004"	"2004"	"Disorders of lens"	"H25-H27"	2	292805298	Unreliable
	"2004"	"2004"	"Disorders of choroid and retina"	"H30-H35"	4	292805298	Unreliable
	"2004"	"2004"	"Glaucoma"	"H40-H40"	6	292805298	Unreliable
	"2004"	"2004"	"Disorders of vitreous body and globe"	"H43-H44"	4	292805298	Unreliable
	"2004"	"2004"	"Disorders of optic nerve and visual pathways"	"H46-H47"	2	292805298	Unreliable
	"2004"	"2004"	"Disorders of ocular muscles, binocular movement, accommodation and refraction"	"H49-H52"	4	292805298	Unreliable
	"2004"	"2004"	"Visual disturbances and blindness"	"H53-H54"	9	292805298	Unreliable
	"2004"	"2004"	"Other disorders of eye and adnexa"	"H55-H57"	1	292805298	Unreliable
	"2004"	"2004"	"Diseases of external ear"	"H60-H61"	4	292805298	Unreliable
	"2004"	"2004"	"Diseases of middle ear and mastoid"	"H65-H74"	53	292805298	0.0
	"2004"	"2004"	"Diseases of inner ear"	"H80-H83"	2	292805298	Unreliable
	"2004"	"2004"	"Other disorders of ear"	"H90-H93"	2	292805298	Unreliable
	"2004"	"2004"	"Acute rheumatic fever"	"I00-I02"	33	292805298	0.0
	"2004"	"2004"	"Chronic rheumatic heart diseases"	"I05-I09"	3221	292805298	1.1
	"2004"	"2004"	"Hypertensive diseases"	"I10-I15"	54707	292805298	18.7
	"2004"	"2004"	"Ischaemic heart diseases"	"I20-I25"	451326	292805298	154.1
	"2004"	"2004"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	13122	292805298	4.5
	"2004"	"2004"	"Other forms of heart disease"	"I30-I51"	153153	292805298	52.3
	"2004"	"2004"	"Cerebrovascular diseases"	"I60-I69"	150074	292805298	51.3
	"2004"	"2004"	"Diseases of arteries, arterioles and capillaries"	"I70-I78"	35554	292805298	12.1
	"2004"	"2004"	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	"I80-I89"	4172	292805298	1.4
	"2004"	"2004"	"Other and unspecified disorders of the circulatory system"	"I95-I99"	501	292805298	0.2
	"2004"	"2004"	"Acute upper respiratory infections"	"J00-J06"	149	292805298	0.1
	"2004"	"2004"	"Influenza and pneumonia"	"J09-J18"	59664	292805298	20.4
	"2004"	"2004"	"Other acute lower respiratory infections"	"J20-J22"	319	292805298	0.1
	"2004"	"2004"	"Other diseases of upper respiratory tract"	"J30-J39"	426	292805298	0.1
	"2004"	"2004"	"Chronic lower respiratory diseases"	"J40-J47"	121987	292805298	41.7
	"2004"	"2004"	"Lung diseases due to external agents"	"J60-J70"	17913	292805298	6.1
	"2004"	"2004"	"Other respiratory diseases principally affecting the interstitium"	"J80-J84"	17483	292805298	6.0
	"2004"	"2004"	"Suppurative and necrotic conditions of lower respiratory tract"	"J85-J86"	669	292805298	0.2
	"2004"	"2004"	"Other diseases of pleura"	"J90-J94"	1381	292805298	0.5
	"2004"	"2004"	"Other diseases of the respiratory system"	"J96-J98"	7102	292805298	2.4
	"2004"	"2004"	"Diseases of oral cavity, salivary glands and jaws"	"K00-K14"	230	292805298	0.1
	"2004"	"2004"	"Diseases of oesophagus, stomach and duodenum"	"K20-K31"	6574	292805298	2.2
	"2004"	"2004"	"Diseases of appendix"	"K35-K38"	452	292805298	0.2
	"2004"	"2004"	"Hernia"	"K40-K46"	1602	292805298	0.5
	"2004"	"2004"	"Noninfective enteritis and colitis"	"K50-K52"	2668	292805298	0.9
	"2004"	"2004"	"Other diseases of intestines"	"K55-K63"	21096	292805298	7.2
	"2004"	"2004"	"Diseases of peritoneum"	"K65-K66"	1781	292805298	0.6
	"2004"	"2004"	"Diseases of liver"	"K70-K76"	36022	292805298	12.3
	"2004"	"2004"	"Disorders of gallbladder, biliary tract and pancreas"	"K80-K86"	7969	292805298	2.7
	"2004"	"2004"	"Other diseases of the digestive system"	"K90-K92"	7943	292805298	2.7
	"2004"	"2004"	"Infections of the skin and subcutaneous tissue"	"L00-L08"	1696	292805298	0.6
	"2004"	"2004"	"Bullous disorders"	"L10-L13"	108	292805298	0.0
	"2004"	"2004"	"Dermatitis and eczema"	"L20-L30"	20	292805298	0.0
	"2004"	"2004"	"Papulosquamous disorders"	"L40-L44"	30	292805298	0.0
	"2004"	"2004"	"Urticaria and erythema"	"L50-L53"	134	292805298	0.0
	"2004"	"2004"	"Radiation-related disorders of the skin and subcutaneous tissue"	"L55-L59"	1	292805298	Unreliable
	"2004"	"2004"	"Disorders of skin appendages"	"L60-L75"	11	292805298	Unreliable
	"2004"	"2004"	"Other disorders of the skin and subcutaneous tissue"	"L80-L98"	2180	292805298	0.7
	"2004"	"2004"	"Arthropathies"	"M00-M25"	4245	292805298	1.4
	"2004"	"2004"	"Systemic connective tissue disorders"	"M30-M35"	4342	292805298	1.5
	"2004"	"2004"	"Dorsopathies"	"M40-M54"	1075	292805298	0.4
	"2004"	"2004"	"Soft tissue disorders"	"M60-M79"	1278	292805298	0.4
	"2004"	"2004"	"Osteopathies and chondropathies"	"M80-M94"	3340	292805298	1.1
	"2004"	"2004"	"Other disorders of the musculoskeletal system and connective tissue"	"M95-M99"	4	292805298	Unreliable
	"2004"	"2004"	"Glomerular diseases"	"N00-N07"	662	292805298	0.2
	"2004"	"2004"	"Renal tubulo-interstitial diseases"	"N10-N15"	1252	292805298	0.4
	"2004"	"2004"	"Renal failure"	"N17-N19"	41732	292805298	14.3
	"2004"	"2004"	"Urolithiasis"	"N20-N23"	301	292805298	0.1
	"2004"	"2004"	"Other disorders of kidney and ureter"	"N25-N28"	803	292805298	0.3
	"2004"	"2004"	"Other diseases of urinary system"	"N30-N39"	14445	292805298	4.9
	"2004"	"2004"	"Diseases of male genital organs"	"N40-N50"	727	292805298	0.2
	"2004"	"2004"	"Disorders of breast"	"N60-N64"	62	292805298	0.0
	"2004"	"2004"	"Inflammatory diseases of female pelvic organs"	"N70-N76"	112	292805298	0.0
	"2004"	"2004"	"Noninflammatory disorders of female genital tract"	"N80-N98"	230	292805298	0.1
	"2004"	"2004"	"Pregnancy with abortive outcome"	"O00-O07"	32	292805298	0.0
	"2004"	"2004"	"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"	"O10-O16"	62	292805298	0.0
	"2004"	"2004"	"Other maternal disorders predominantly related to pregnancy"	"O20-O29"	96	292805298	0.0
	"2004"	"2004"	"Maternal care related to the fetus and amniotic cavity and possible delivery problems"	"O30-O48"	36	292805298	0.0
	"2004"	"2004"	"Complications of labour and delivery"	"O60-O75"	47	292805298	0.0
	"2004"	"2004"	"Complications predominantly related to the puerperium"	"O85-O92"	102	292805298	0.0
	"2004"	"2004"	"Other obstetric conditions, not elsewhere classified"	"O95-O99"	322	292805298	0.1
	"2004"	"2004"	"Newborn affected by maternal factors and by complications of pregnancy, labour and delivery"	"P00-P04"	3117	292805298	1.1
	"2004"	"2004"	"Disorders related to length of gestation and fetal growth"	"P05-P08"	4726	292805298	1.6
	"2004"	"2004"	"Birth trauma"	"P10-P15"	28	292805298	0.0
	"2004"	"2004"	"Respiratory and cardiovascular disorders specific to the perinatal period"	"P20-P29"	3638	292805298	1.2
	"2004"	"2004"	"Infections specific to the perinatal period"	"P35-P39"	1055	292805298	0.4
	"2004"	"2004"	"Haemorrhagic and haematological disorders of newborn"	"P50-P61"	738	292805298	0.3
	"2004"	"2004"	"Transitory endocrine and metabolic disorders specific to newborn"	"P70-P74"	6	292805298	Unreliable
	"2004"	"2004"	"Digestive system disorders of newborn"	"P76-P78"	530	292805298	0.2
	"2004"	"2004"	"Conditions involving the integument and temperature regulation of newborn"	"P80-P83"	210	292805298	0.1
	"2004"	"2004"	"Other disorders originating in the perinatal period"	"P90-P96"	165	292805298	0.1
	"2004"	"2004"	"Congenital malformations of the nervous system"	"Q00-Q07"	1296	292805298	0.4
	"2004"	"2004"	"Congenital malformations of eye, ear, face and neck"	"Q10-Q18"	4	292805298	Unreliable
	"2004"	"2004"	"Congenital malformations of the circulatory system"	"Q20-Q28"	3861	292805298	1.3
	"2004"	"2004"	"Congenital malformations of the respiratory system"	"Q30-Q34"	683	292805298	0.2
	"2004"	"2004"	"Cleft lip and cleft palate"	"Q35-Q37"	10	292805298	Unreliable
	"2004"	"2004"	"Other congenital malformations of the digestive system"	"Q38-Q45"	214	292805298	0.1
	"2004"	"2004"	"Congenital malformations of genital organs"	"Q50-Q56"	6	292805298	Unreliable
	"2004"	"2004"	"Congenital malformations of the urinary system"	"Q60-Q64"	714	292805298	0.2
	"2004"	"2004"	"Congenital malformations and deformations of the musculoskeletal system"	"Q65-Q79"	632	292805298	0.2
	"2004"	"2004"	"Other congenital malformations"	"Q80-Q89"	1107	292805298	0.4
	"2004"	"2004"	"Chromosomal abnormalities, not elsewhere classified"	"Q90-Q99"	1971	292805298	0.7
	"2004"	"2004"	"Symptoms and signs involving the circulatory and respiratory systems"	"R00-R09"	2756	292805298	0.9
	"2004"	"2004"	"Symptoms and signs involving the digestive system and abdomen"	"R10-R19"	340	292805298	0.1
	"2004"	"2004"	"Symptoms and signs involving the skin and subcutaneous tissue"	"R20-R23"	12	292805298	Unreliable
	"2004"	"2004"	"Symptoms and signs involving the nervous and musculoskeletal systems"	"R25-R29"	36	292805298	0.0
	"2004"	"2004"	"Symptoms and signs involving the urinary system"	"R30-R39"	2	292805298	Unreliable
	"2004"	"2004"	"Symptoms and signs involving cognition, perception, emotional state and behaviour"	"R40-R46"	33	292805298	0.0
	"2004"	"2004"	"Symptoms and signs involving speech and voice"	"R47-R49"	4	292805298	Unreliable
	"2004"	"2004"	"General symptoms and signs"	"R50-R68"	11187	292805298	3.8
	"2004"	"2004"	"Abnormal findings on examination of blood, without diagnosis"	"R70-R79"	31	292805298	0.0
	"2004"	"2004"	"Abnormal findings on examination of urine, without diagnosis"	"R80-R82"	1	292805298	Unreliable
	"2004"	"2004"	"Abnormal findings on diagnostic imaging and in function studies, without diagnosis"	"R90-R94"	179	292805298	0.1
	"2004"	"2004"	"Ill-defined and unknown causes of mortality"	"R95-R99"	15545	292805298	5.3
	"2004"	"2004"	"Transport accidents"	"V01-V99"	47385	292805298	16.2
	"2004"	"2004"	"Other external causes of accidental injury"	"W00-X59"	63001	292805298	21.5
	"2004"	"2004"	"Intentional self-harm"	"X60-X84"	32363	292805298	11.1
	"2004"	"2004"	"Assault"	"X85-Y09"	17165	292805298	5.9
	"2004"	"2004"	"Event of undetermined intent"	"Y10-Y34"	4936	292805298	1.7
	"2004"	"2004"	"Legal intervention and operations of war"	"Y35-Y36"	380	292805298	0.1
	"2004"	"2004"	"Complications of medical and surgical care"	"Y40-Y84"	2770	292805298	0.9
	"2004"	"2004"	"Sequelae of external causes of morbidity and mortality"	"Y85-Y89"	2067	292805298	0.7
	"2005"	"2005"	"Intestinal infectious diseases"	"A00-A09"	5714	295516599	1.9
	"2005"	"2005"	"Tuberculosis"	"A16-A19"	648	295516599	0.2
	"2005"	"2005"	"Certain zoonotic bacterial diseases"	"A20-A28"	38	295516599	0.0
	"2005"	"2005"	"Other bacterial diseases"	"A30-A49"	35907	295516599	12.2
	"2005"	"2005"	"Infections with a predominantly sexual mode of transmission"	"A50-A64"	54	295516599	0.0
	"2005"	"2005"	"Other spirochaetal diseases"	"A65-A69"	8	295516599	Unreliable
	"2005"	"2005"	"Rickettsioses"	"A75-A79"	11	295516599	Unreliable
	"2005"	"2005"	"Viral infections of the central nervous system"	"A80-A89"	453	295516599	0.2
	"2005"	"2005"	"Arthropod-borne viral fevers and viral haemorrhagic fevers"	"A90-A99"	98	295516599	0.0
	"2005"	"2005"	"Viral infections characterized by skin and mucous membrane lesions"	"B00-B09"	351	295516599	0.1
	"2005"	"2005"	"Viral hepatitis"	"B15-B19"	5529	295516599	1.9
	"2005"	"2005"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	12543	295516599	4.2
	"2005"	"2005"	"Other viral diseases"	"B25-B34"	543	295516599	0.2
	"2005"	"2005"	"Mycoses"	"B35-B49"	1040	295516599	0.4
	"2005"	"2005"	"Protozoal diseases"	"B50-B64"	160	295516599	0.1
	"2005"	"2005"	"Helminthiases"	"B65-B83"	17	295516599	Unreliable
	"2005"	"2005"	"Pediculosis, acariasis and other infestations"	"B85-B89"	5	295516599	Unreliable
	"2005"	"2005"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	3081	295516599	1.0
	"2005"	"2005"	"Other infectious diseases"	"B99-B99"	307	295516599	0.1
	"2005"	"2005"	"Malignant neoplasms"	"C00-C97"	559312	295516599	189.3
	"2005"	"2005"	"In situ neoplasms"	"D00-D09"	17	295516599	Unreliable
	"2005"	"2005"	"Benign neoplasms"	"D10-D36"	1380	295516599	0.5
	"2005"	"2005"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	12313	295516599	4.2
	"2005"	"2005"	"Nutritional anaemias"	"D50-D53"	284	295516599	0.1
	"2005"	"2005"	"Haemolytic anaemias"	"D55-D59"	864	295516599	0.3
	"2005"	"2005"	"Aplastic and other anaemias"	"D60-D64"	3476	295516599	1.2
	"2005"	"2005"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	2692	295516599	0.9
	"2005"	"2005"	"Other diseases of blood and blood-forming organs"	"D70-D76"	805	295516599	0.3
	"2005"	"2005"	"Certain disorders involving the immune mechanism"	"D80-D89"	1470	295516599	0.5
	"2005"	"2005"	"Disorders of thyroid gland"	"E00-E07"	1976	295516599	0.7
	"2005"	"2005"	"Diabetes mellitus"	"E10-E14"	75119	295516599	25.4
	"2005"	"2005"	"Other disorders of glucose regulation and pancreatic internal secretion"	"E15-E16"	282	295516599	0.1
	"2005"	"2005"	"Disorders of other endocrine glands"	"E20-E34"	698	295516599	0.2
	"2005"	"2005"	"Malnutrition"	"E40-E46"	3003	295516599	1.0
	"2005"	"2005"	"Other nutritional deficiencies"	"E50-E64"	180	295516599	0.1
	"2005"	"2005"	"Obesity and other hyperalimentation"	"E65-E68"	4650	295516599	1.6
	"2005"	"2005"	"Metabolic disorders"	"E70-E88"	17244	295516599	5.8
	"2005"	"2005"	"Organic, including symptomatic, mental disorders"	"F01-F09"	57850	295516599	19.6
	"2005"	"2005"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	11271	295516599	3.8
	"2005"	"2005"	"Schizophrenia, schizotypal and delusional disorders"	"F20-F29"	513	295516599	0.2
	"2005"	"2005"	"Mood [affective] disorders"	"F30-F39"	794	295516599	0.3
	"2005"	"2005"	"Neurotic, stress-related and somatoform disorders"	"F40-F48"	170	295516599	0.1
	"2005"	"2005"	"Behavioural syndromes associated with physiological disturbances and physical factors"	"F50-F59"	304	295516599	0.1
	"2005"	"2005"	"Disorders of adult personality and behaviour"	"F60-F69"	3	295516599	Unreliable
	"2005"	"2005"	"Mental retardation"	"F70-F79"	496	295516599	0.2
	"2005"	"2005"	"Disorders of psychological development"	"F80-F89"	40	295516599	0.0
	"2005"	"2005"	"Behavioural and emotional disorders with onset usually occurring in childhood and adolescence"	"F90-F98"	7	295516599	Unreliable
	"2005"	"2005"	"Unspecified mental disorder"	"F99-F99"	18	295516599	Unreliable
	"2005"	"2005"	"Inflammatory diseases of the central nervous system"	"G00-G09"	1333	295516599	0.5
	"2005"	"2005"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	7010	295516599	2.4
	"2005"	"2005"	"Extrapyramidal and movement disorders"	"G20-G25"	19895	295516599	6.7
	"2005"	"2005"	"Other degenerative diseases of the nervous system"	"G30-G31"	73422	295516599	24.8
	"2005"	"2005"	"Demyelinating diseases of the central nervous system"	"G35-G37"	3646	295516599	1.2
	"2005"	"2005"	"Episodic and paroxysmal disorders"	"G40-G47"	2350	295516599	0.8
	"2005"	"2005"	"Nerve, nerve root and plexus disorders"	"G50-G58"	53	295516599	0.0
	"2005"	"2005"	"Polyneuropathies and other disorders of the peripheral nervous system"	"G60-G64"	657	295516599	0.2
	"2005"	"2005"	"Diseases of myoneural junction and muscle"	"G70-G72"	2054	295516599	0.7
	"2005"	"2005"	"Cerebral palsy and other paralytic syndromes"	"G80-G83"	2480	295516599	0.8
	"2005"	"2005"	"Other disorders of the nervous system"	"G90-G98"	7813	295516599	2.6
	"2005"	"2005"	"Disorders of eyelid, lacrimal system and orbit"	"H00-H05"	12	295516599	Unreliable
	"2005"	"2005"	"Disorders of conjunctiva"	"H10-H11"	3	295516599	Unreliable
	"2005"	"2005"	"Disorders of sclera, cornea, iris and ciliary body"	"H15-H21"	1	295516599	Unreliable
	"2005"	"2005"	"Disorders of lens"	"H25-H27"	1	295516599	Unreliable
	"2005"	"2005"	"Disorders of choroid and retina"	"H30-H35"	8	295516599	Unreliable
	"2005"	"2005"	"Glaucoma"	"H40-H40"	2	295516599	Unreliable
	"2005"	"2005"	"Disorders of vitreous body and globe"	"H43-H44"	7	295516599	Unreliable
	"2005"	"2005"	"Disorders of ocular muscles, binocular movement, accommodation and refraction"	"H49-H52"	6	295516599	Unreliable
	"2005"	"2005"	"Visual disturbances and blindness"	"H53-H54"	5	295516599	Unreliable
	"2005"	"2005"	"Diseases of external ear"	"H60-H61"	2	295516599	Unreliable
	"2005"	"2005"	"Diseases of middle ear and mastoid"	"H65-H74"	53	295516599	0.0
